POD,NODE_NAME
carts-795df7fd79-7tzlv,gke-gke-cluster-ss-default-pool-aa4d7ed2-9gn2
carts-db-5d88c7dddc-75fnf,gke-gke-cluster-ss-default-pool-aa4d7ed2-fayo
catalogue-6999fd64d9-zxx69,gke-gke-cluster-ss-default-pool-aa4d7ed2-vh5c
catalogue-db-554cbfd749-swjwz,gke-gke-cluster-ss-default-pool-aa4d7ed2-9gn2
front-end-75b898f665-52zlk,gke-gke-cluster-ss-default-pool-aa4d7ed2-vh5c
loadgenerator-564d55cfcb-5bqdg,gke-gke-cluster-ss-default-pool-aa4d7ed2-vh5c
orders-688f957476-j6rdt,gke-gke-cluster-ss-default-pool-aa4d7ed2-fayo
orders-db-7c75b66575-qgkgl,gke-gke-cluster-ss-default-pool-aa4d7ed2-9gn2
payment-766c44b5dc-qg9pk,gke-gke-cluster-ss-default-pool-aa4d7ed2-fayo
queue-master-5f47847cd-ghctw,gke-gke-cluster-ss-default-pool-aa4d7ed2-vh5c
rabbitmq-5dcbdd5997-t996j,gke-gke-cluster-ss-default-pool-aa4d7ed2-9gn2
session-db-6f9cdc9746-qv78s,gke-gke-cluster-ss-default-pool-aa4d7ed2-fayo
shipping-6d4449fd75-pf49w,gke-gke-cluster-ss-default-pool-aa4d7ed2-fayo
user-77c9d4d7cf-5mlg5,gke-gke-cluster-ss-default-pool-aa4d7ed2-9gn2
user-db-57c446cdbc-pfjzc,gke-gke-cluster-ss-default-pool-aa4d7ed2-9gn2
