POD,NODE_NAME
carts-795df7fd79-w9mc9,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
carts-db-5d88c7dddc-fcrcw,gke-gke-cluster-ss-default-pool-aa4d7ed2-v826
catalogue-6999fd64d9-fssmd,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
catalogue-db-554cbfd749-c9kdx,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
front-end-75b898f665-zppz9,gke-gke-cluster-ss-default-pool-aa4d7ed2-v826
loadgenerator-564d55cfcb-cvl25,gke-gke-cluster-ss-default-pool-aa4d7ed2-v826
orders-688f957476-6t2pp,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
orders-db-7c75b66575-t797n,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
payment-766c44b5dc-2tqk2,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
queue-master-5f47847cd-rmf4g,gke-gke-cluster-ss-default-pool-aa4d7ed2-v826
rabbitmq-5dcbdd5997-xsqbp,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
session-db-6f9cdc9746-gx5pk,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
shipping-6d4449fd75-2ckmd,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
user-77c9d4d7cf-7ftdg,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
user-db-57c446cdbc-sdxgs,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
