POD,NODE_NAME
carts-795df7fd79-jsghp,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
carts-db-5d88c7dddc-sfvmz,gke-gke-cluster-ss-default-pool-aa4d7ed2-v826
catalogue-6999fd64d9-swfb2,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
catalogue-db-554cbfd749-gcxf6,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
front-end-75b898f665-q69lp,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
loadgenerator-564d55cfcb-k8zhr,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
orders-688f957476-fn9wg,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
orders-db-7c75b66575-6qhr4,gke-gke-cluster-ss-default-pool-aa4d7ed2-v826
payment-766c44b5dc-9mnvc,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
queue-master-5f47847cd-b8t25,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
rabbitmq-5dcbdd5997-dfjgq,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
session-db-6f9cdc9746-9rr8c,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
shipping-6d4449fd75-cffrp,gke-gke-cluster-ss-default-pool-aa4d7ed2-3px7
user-77c9d4d7cf-vq7k9,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
user-db-57c446cdbc-77pml,gke-gke-cluster-ss-default-pool-aa4d7ed2-nw9c
