POD,NODE_NAME
carts-795df7fd79-7x8z8,gke-gke-cluster-ss-default-pool-aa4d7ed2-vt00
carts-db-5d88c7dddc-x4qpf,gke-gke-cluster-ss-default-pool-aa4d7ed2-p3qr
catalogue-6999fd64d9-pjhhn,gke-gke-cluster-ss-default-pool-aa4d7ed2-01r5
catalogue-db-554cbfd749-sbwkr,gke-gke-cluster-ss-default-pool-aa4d7ed2-vt00
front-end-75b898f665-t56zp,gke-gke-cluster-ss-default-pool-aa4d7ed2-01r5
loadgenerator-564d55cfcb-f7dt4,gke-gke-cluster-ss-default-pool-aa4d7ed2-01r5
orders-688f957476-2hzmk,gke-gke-cluster-ss-default-pool-aa4d7ed2-vt00
orders-db-7c75b66575-cp4wr,gke-gke-cluster-ss-default-pool-aa4d7ed2-p3qr
payment-766c44b5dc-g7mln,gke-gke-cluster-ss-default-pool-aa4d7ed2-vt00
queue-master-5f47847cd-lnq44,gke-gke-cluster-ss-default-pool-aa4d7ed2-01r5
rabbitmq-5dcbdd5997-tbxhz,gke-gke-cluster-ss-default-pool-aa4d7ed2-p3qr
session-db-6f9cdc9746-rrf9n,gke-gke-cluster-ss-default-pool-aa4d7ed2-vt00
shipping-6d4449fd75-4vjb7,gke-gke-cluster-ss-default-pool-aa4d7ed2-vt00
user-77c9d4d7cf-xdp9d,gke-gke-cluster-ss-default-pool-aa4d7ed2-p3qr
user-db-57c446cdbc-hz7nc,gke-gke-cluster-ss-default-pool-aa4d7ed2-p3qr
